1.838709680000000013e+00,0.000000000000000000e+00,2.987012990000000201e+00
1.883506560000000052e+00,0.000000000000000000e+00,3.069195580000000145e+00
1.929896739999999999e+00,0.000000000000000000e+00,3.149470580000000020e+00
1.977844289999999949e+00,0.000000000000000000e+00,3.227838470000000015e+00
2.027313330000000136e+00,0.000000000000000000e+00,3.304299780000000020e+00
2.078267939999999925e+00,0.000000000000000000e+00,3.378854979999999841e+00
2.130672230000000056e+00,0.000000000000000000e+00,3.451504599999999812e+00
2.184490269999999956e+00,0.000000000000000000e+00,3.522249130000000061e+00
2.239686180000000082e+00,0.000000000000000000e+00,3.591089070000000216e+00
2.296224039999999800e+00,0.000000000000000000e+00,3.658024919999999902e+00
2.354067950000000131e+00,0.000000000000000000e+00,3.723057190000000016e+00
2.413181999999999938e+00,0.000000000000000000e+00,3.786186380000000185e+00
2.473530289999999798e+00,0.000000000000000000e+00,3.847412990000000033e+00
2.535076919999999845e+00,0.000000000000000000e+00,3.906737520000000075e+00
2.597785969999999889e+00,0.000000000000000000e+00,3.964160469999999936e+00
2.661621550000000003e+00,0.000000000000000000e+00,4.019682350000000071e+00
2.726547739999999997e+00,0.000000000000000000e+00,4.073303659999999660e+00
2.792528649999999946e+00,0.000000000000000000e+00,4.125024899999999661e+00
2.859528370000000042e+00,0.000000000000000000e+00,4.174846569999999701e+00
2.927510990000000035e+00,0.000000000000000000e+00,4.222769170000000294e+00
2.996440610000000060e+00,0.000000000000000000e+00,4.268793210000000116e+00
3.066281319999999866e+00,0.000000000000000000e+00,4.312919179999999741e+00
3.136997210000000091e+00,0.000000000000000000e+00,4.355147599999999564e+00
3.208552389999999921e+00,0.000000000000000000e+00,4.395478950000000218e+00
3.280910949999999993e+00,0.000000000000000000e+00,4.433913750000000320e+00
3.354036980000000057e+00,0.000000000000000000e+00,4.470452500000000384e+00
3.427894579999999802e+00,0.000000000000000000e+00,4.505095690000000097e+00
3.502447829999999929e+00,0.000000000000000000e+00,4.537843829999999912e+00
3.577660850000000003e+00,0.000000000000000000e+00,4.568697420000000342e+00
3.653497709999999898e+00,0.000000000000000000e+00,4.597656960000000126e+00
3.729922530000000069e+00,0.000000000000000000e+00,4.624722959999999716e+00
3.806899379999999944e+00,0.000000000000000000e+00,4.649895909999999688e+00
3.884392370000000039e+00,0.000000000000000000e+00,4.673176319999999606e+00
3.962365590000000104e+00,0.000000000000000000e+00,4.694564699999999924e+00
4.040783140000000273e+00,0.000000000000000000e+00,4.714061530000000388e+00
