5.015381092999999879e+01,0.000000000000000000e+00,5.194297230000000098e+00
5.065427662999999825e+01,0.000000000000000000e+00,5.192327009999999632e+00
5.115380078999999824e+01,0.000000000000000000e+00,5.189083890000000032e+00
5.165238340999999878e+01,0.000000000000000000e+00,5.184567859999999584e+00
5.215002446999999819e+01,0.000000000000000000e+00,5.178778939999999942e+00
5.264672399999999897e+01,0.000000000000000000e+00,5.171717110000000339e+00
5.314248197999999945e+01,0.000000000000000000e+00,5.163382369999999888e+00
5.363729840999999965e+01,0.000000000000000000e+00,5.153774740000000243e+00
5.413117330000000038e+01,0.000000000000000000e+00,5.142894199999999749e+00
5.462410664000000082e+01,0.000000000000000000e+00,5.130740750000000183e+00
5.511609844000000180e+01,0.000000000000000000e+00,5.117314409999999647e+00
5.560714869000000249e+01,0.000000000000000000e+00,5.102615160000000039e+00
5.609725739999999661e+01,0.000000000000000000e+00,5.086643010000000409e+00
5.658642456999999837e+01,0.000000000000000000e+00,5.069397949999999931e+00
5.707465018999999984e+01,0.000000000000000000e+00,5.050880000000000258e+00
5.756193426000000102e+01,0.000000000000000000e+00,5.031089139999999738e+00
5.804827679000000273e+01,0.000000000000000000e+00,5.010025370000000144e+00
5.853367776999999705e+01,0.000000000000000000e+00,4.987688699999999642e+00
5.901813720999999902e+01,0.000000000000000000e+00,4.964079130000000006e+00
5.950165510000000069e+01,0.000000000000000000e+00,4.939196660000000350e+00
5.998423145000000289e+01,0.000000000000000000e+00,4.913041289999999783e+00
6.046586625999999853e+01,0.000000000000000000e+00,4.885613010000000145e+00
6.094655952000000099e+01,0.000000000000000000e+00,4.856911829999999597e+00
6.142631123000000315e+01,0.000000000000000000e+00,4.826937739999999977e+00
6.190512139999999874e+01,0.000000000000000000e+00,4.795690750000000335e+00
6.238299002000000115e+01,0.000000000000000000e+00,4.763170859999999784e+00
6.285991709999999699e+01,0.000000000000000000e+00,4.729378070000000100e+00
6.333590264000000047e+01,0.000000000000000000e+00,4.694312369999999568e+00
6.381094662000000284e+01,0.000000000000000000e+00,4.657973769999999902e+00
6.428504906999999946e+01,0.000000000000000000e+00,4.620362270000000215e+00
6.475820996999999579e+01,0.000000000000000000e+00,4.581477859999999680e+00
