0,1,2,3,4,5,6,7,8,9
312.0,314.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,,
313.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,319.0,0.0,0.0,0.0,,,,
313.0,316.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,316.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,316.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,316.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,316.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,316.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,319.0,0.0,,,,,,
313.0,314.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,314.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,,,,,,,,
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,314.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,,
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,315.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,314.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,314.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,314.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,314.0,317.0,0.0,0.0,0.0,,,,
312.0,314.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,314.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
