0,1,2
44.71401568,0.0,5.26045074
45.23887435,0.0,5.26090702
45.76380277,0.0,5.26007635
46.28880093,0.0,5.25795874
46.81386884,0.0,5.25455419
47.33900649,0.0,5.24986269
47.86421389,0.0,5.24388425
48.38949104,0.0,5.23661887
48.91483793,0.0,5.22806654
49.44025456,0.0,5.21822726
49.96574095,0.0,5.20710105
50.49129707,0.0,5.19468789
51.01692294,0.0,5.18098778
51.54261856,0.0,5.16600073
52.06838393,0.0,5.14972674
52.59421903,0.0,5.13216581
53.12012389,0.0,5.11331793
53.64609849,0.0,5.0931831
54.17214283,0.0,5.07176133
54.69825692,0.0,5.04905262
55.22444076,0.0,5.02505697
55.75069434,0.0,4.99977437
56.27701767,0.0,4.97320483
56.80341074,0.0,4.94534834
57.32987356,0.0,4.91620491
57.85640613,0.0,4.88577453
58.38300843,0.0,4.85405722
58.90968049,0.0,4.82105295
59.43642229,0.0,4.78676175
59.96323384,0.0,4.7511836
60.49011513,0.0,4.71431851
61.01706616,0.0,4.67616647
61.54408695,0.0,4.63672749
62.07117747,0.0,4.59600156
62.59833775,0.0,4.55398869
63.12556777,0.0,4.51068888
63.65286753,0.0,4.46610212
64.18023704,0.0,4.42022842
64.7076763,0.0,4.37306778
65.2351853,0.0,4.32462019
65.76276404,0.0,4.27488566
66.29041254,0.0,4.22386418
66.81813077,0.0,4.17155577
67.34591876,0.0,4.1179604
67.87377648,0.0,4.06307809
68.40170396,0.0,4.00690884
68.92970118,0.0,3.94945265
69.45776814,0.0,3.89070951
69.98590485,0.0,3.83067943
70.51411131,0.0,3.7693624
71.04238751,0.0,3.70675843
71.57073346,0.0,3.64286752
72.09914915,0.0,3.57768966
72.62763459,0.0,3.51122486
73.15618977,0.0,3.44347311
73.6848147,0.0,3.37443442
74.21350938,0.0,3.30410879
74.7422738,0.0,3.23249621
75.27110796,0.0,3.15959669
75.80001187,0.0,3.08541023
76.32898553,0.0,3.00993682
76.85802893,0.0,2.93317647
77.38714208,0.0,2.85512917
77.91632497,0.0,2.77579493
78.44557761,0.0,2.69517375
78.9749,0.0,2.61326562
79.50429212,0.0,2.53007055
80.033754,0.0,2.44558853
80.56328562,0.0,2.35981957
81.09288699,0.0,2.27276367
81.6225581,0.0,2.18442083
82.15229896,0.0,2.09479103
82.68210956,0.0,2.0038743
83.21198991,0.0,1.91167062
83.74194,0.0,1.81818
83.74194,0.0,1.81818
82.86336078651685,0.0,1.8152615730337078
81.9847815730337,0.0,1.8123431460674155
81.10620235955057,0.0,1.8094247191011235
80.22762314606742,0.0,1.8065062921348314
79.34904393258427,0.0,1.8035878651685393
78.47046471910113,0.0,1.800669438202247
77.59188550561798,0.0,1.797751011235955
76.71330629213483,0.0,1.7948325842696629
75.83472707865168,0.0,1.7919141573033708
74.95614786516853,0.0,1.7889957303370785
74.0775686516854,0.0,1.7860773033707864
73.19898943820225,0.0,1.7831588764044943
72.3204102247191,0.0,1.7802404494382023
71.44183101123596,0.0,1.77732202247191
70.56325179775281,0.0,1.7744035955056179
69.68467258426966,0.0,1.7714851685393258
68.80609337078651,0.0,1.7685667415730337
67.92751415730336,0.0,1.7656483146067414
67.04893494382023,0.0,1.7627298876404494
66.17035573033708,0.0,1.7598114606741573
65.29177651685393,0.0,1.7568930337078652
64.4131973033708,0.0,1.753974606741573
63.53461808988764,0.0,1.7510561797752808
62.656038876404494,0.0,1.7481377528089888
61.777459662921345,0.0,1.7452193258426965
60.8988804494382,0.0,1.7423008988764044
60.02030123595505,0.0,1.7393824719101123
59.14172202247191,0.0,1.7364640449438202
58.26314280898876,0.0,1.7335456179775282
57.38456359550562,0.0,1.7306271910112359
56.50598438202247,0.0,1.7277087640449438
55.627405168539326,0.0,1.7247903370786517
54.748825955056176,0.0,1.7218719101123594
53.870246741573034,0.0,1.7189534831460673
52.991667528089884,0.0,1.7160350561797753
52.11308831460674,0.0,1.7131166292134832
51.23450910112359,0.0,1.7101982022471909
50.35592988764045,0.0,1.7072797752808988
49.4773506741573,0.0,1.7043613483146067
48.59877146067416,0.0,1.7014429213483147
47.72019224719101,0.0,1.6985244943820224
46.841613033707866,0.0,1.6956060674157303
45.963033820224716,0.0,1.6926876404494382
45.08445460674157,0.0,1.6897692134831461
44.205875393258424,0.0,1.6868507865168538
43.327296179775274,0.0,1.6839323595505618
42.44871696629214,0.0,1.6810139325842697
41.57013775280899,0.0,1.6780955056179776
40.69155853932584,0.0,1.6751770786516853
39.81297932584269,0.0,1.6722586516853932
38.934400112359555,0.0,1.6693402247191012
38.055820898876405,0.0,1.666421797752809
37.177241685393255,0.0,1.6635033707865168
36.298662471910106,0.0,1.6605849438202247
35.42008325842697,0.0,1.6576665168539326
34.54150404494382,0.0,1.6547480898876405
33.66292483146067,0.0,1.6518296629213483
32.78434561797752,0.0,1.6489112359550562
31.905766404494386,0.0,1.645992808988764
31.027187191011237,0.0,1.6430743820224718
30.148607977528087,0.0,1.6401559550561797
29.270028764044937,0.0,1.6372375280898877
28.391449550561802,0.0,1.6343191011235956
27.512870337078652,0.0,1.6314006741573035
26.634291123595503,0.0,1.6284822471910112
25.755711910112353,0.0,1.6255638202247191
24.877132696629218,0.0,1.622645393258427
23.99855348314607,0.0,1.6197269662921348
23.11997426966292,0.0,1.6168085393258427
22.24139505617977,0.0,1.6138901123595506
21.362815842696634,0.0,1.6109716853932585
20.484236629213484,0.0,1.6080532584269662
19.605657415730334,0.0,1.6051348314606741
18.727078202247185,0.0,1.602216404494382
17.84849898876405,0.0,1.59929797752809
16.9699197752809,0.0,1.5963795505617977
16.09134056179775,0.0,1.5934611235955056
15.2127613483146,0.0,1.5905426966292135
14.334182134831465,0.0,1.5876242696629215
13.455602921348316,0.0,1.5847058426966292
12.577023707865166,0.0,1.581787415730337
11.698444494382017,0.0,1.578868988764045
10.819865280898881,0.0,1.575950561797753
9.941286067415732,0.0,1.5730321348314606
9.062706853932582,0.0,1.5701137078651686
8.184127640449432,0.0,1.5671952808988765
7.305548426966297,0.0,1.5642768539325842
6.426969213483147,0.0,1.5613584269662921
5.54839,0.0,1.55844
5.54839,0.0,1.55844
6.06801776,0.0,1.65541706
6.58771526,0.0,1.75110719
7.10748251,0.0,1.84551036
7.62731951,0.0,1.9386266
8.14722625,0.0,2.03045589
8.66720273,0.0,2.12099823
9.18724897,0.0,2.21025363
9.70736494,0.0,2.29822209
10.22755067,0.0,2.38490361
10.74780613,0.0,2.47029818
11.26813135,0.0,2.5544058
11.78852631,0.0,2.63722649
12.30899101,0.0,2.71876023
12.82952546,0.0,2.79900702
13.35012966,0.0,2.87796687
13.8708036,0.0,2.95563978
14.39154729,0.0,3.03202574
14.91236072,0.0,3.10712476
15.4332439,0.0,3.18093684
15.95419682,0.0,3.25346197
16.47521949,0.0,3.32470016
16.9963119,0.0,3.3946514
17.51747406,0.0,3.46331571
18.03870597,0.0,3.53069306
18.56000762,0.0,3.59678348
19.08137901,0.0,3.66158694
19.60282016,0.0,3.72510347
20.12433104,0.0,3.78733305
20.64591168,0.0,3.84827569
21.16756206,0.0,3.90793138
21.68928218,0.0,3.96630013
22.21107205,0.0,4.02338194
22.73293166,0.0,4.0791768
23.25486102,0.0,4.13368472
23.77686013,0.0,4.1869057
24.29892898,0.0,4.23883973
24.82106758,0.0,4.28948681
25.34327592,0.0,4.33884696
25.86555401,0.0,4.38692016
26.38790184,0.0,4.43370641
26.91031942,0.0,4.47920572
27.43280675,0.0,4.52341809
27.95536382,0.0,4.56634352
28.47799063,0.0,4.607982
29.00068719,0.0,4.64833353
29.5234535,0.0,4.68739812
30.04628955,0.0,4.72517577
30.56919535,0.0,4.76166648
31.09217089,0.0,4.79687024
31.61521618,0.0,4.83078706
32.13833121,0.0,4.86341693
32.66151599,0.0,4.89475986
33.18477052,0.0,4.92481585
33.70809479,0.0,4.95358489
34.2314888,0.0,4.98106699
34.75495257,0.0,5.00726214
35.27848607,0.0,5.03217035
35.80208933,0.0,5.05579162
36.32576232,0.0,5.07812594
36.84950507,0.0,5.09917332
37.37331756,0.0,5.11893375
37.89719979,0.0,5.13740724
38.42115177,0.0,5.15459379
38.9451735,0.0,5.1704934
39.46926497,0.0,5.18510606
39.99342618,0.0,5.19843177
40.51765715,0.0,5.21047054
41.04195785,0.0,5.22122237
41.56632831,0.0,5.23068726
42.09076851,0.0,5.2388652
42.61527845,0.0,5.24575619
43.13985814,0.0,5.25136025
43.66450757,0.0,5.25567736
44.18922676,0.0,5.25870752
